gene_name,log2FC_12h,log2FC_18h,log2FC_24h,acc_untr_12h_tss,acc_untr_12h_avg,acc_vacv_12h_tss,acc_vacv_12h_avg,acc_untr_18h_tss,acc_untr_18h_avg,acc_vacv_18h_tss,acc_vacv_18h_avg,acc_untr_24h_tss,acc_untr_24h_avg,acc_vacv_24h_tss,acc_vacv_24h_avg,expr_delta_12h,expr_delta_18h,expr_delta_24h,acc_delta_12h_tss,acc_delta_18h_tss,acc_delta_24h_tss,acc_delta_12h_avg,acc_delta_18h_avg,acc_delta_24h_avg,expr_var,expr_range,acc_tss_var,acc_tss_range,acc_avg_var,acc_avg_range,expr_slope,acc_tss_slope,acc_avg_slope,expr_dir,acc_tss_dir,acc_avg_dir,expr_acc_tss_agreement,expr_acc_avg_agreement,agree_count,disagree_count,neutral_count,agreement_class
NUDT8,-0.571310605378245,-0.45156370099369,-1.69852202281232,10.5858,16.039033333333332,8.76332,15.5043575,3.32283,7.115565555555556,6.53143,9.6610625,4.80575,12.735225,7.26285,7.26285,-0.571310605378245,-0.45156370099369,-1.69852202281232,-1.8224800000000003,3.2086,2.4571000000000005,-0.534675833333333,2.5454969444444435,-5.472375,0.4733083261760256,1.24695832181863,7.365220532133336,5.031080000000001,16.35910131982888,8.017871944444444,-0.0939342847861728,0.3566316666666665,-0.411474930555555,"['→', '↓']","['↑', '↓']","['↑', '↓']","['neutral', 'agree']","['neutral', 'agree']",1,0,1,mostly_agree
LOC103216432,0.872381555664641,-0.0641668586416423,0.154256223986665,3.3682,6.73639,6.74102,7.639823333333333,4.83321,5.00313,10.8857,7.075711428571429,4.80575,5.863012,3.22793,4.357704,0.872381555664641,-0.0641668586416423,0.154256223986665,3.37282,6.05249,-1.5778199999999996,0.9034333333333332,2.072581428571429,-1.5053079999999994,0.2400892612270115,0.9365484143062832,14.985183069099998,7.63031,3.3283724737650826,3.577889428571429,-0.0598437776398313,-0.4125533333333327,-0.200728444444444,"['↓', '→']","['↑', '↓']","['↑', '↓']","['disagree', 'neutral']","['disagree', 'neutral']",0,1,1,mostly_disagree
NDUFV1,-0.690533000808929,-0.782696650511541,-1.48248884527261,2.88702,12.125508,29.6605,20.5601,3.92698,7.19489,6.53143,7.68803625,4.32517,7.112496,3.22793,4.572900000000001,-0.690533000808929,-0.782696650511541,-1.48248884527261,26.77348,2.6044500000000004,-1.0972399999999998,8.434591999999999,0.4931462499999997,-2.5395959999999995,0.1875662189592002,0.791955844463681,229.10359221923332,27.87072,32.11614806907868,10.974187999999998,-0.0659963203719733,-2.322559999999997,-0.9145156666666656,"['→', '↓']","['↓', '↓']","['↓', '↓']","['neutral', 'agree']","['neutral', 'agree']",1,0,1,mostly_agree
GSTP1,-0.518413756657528,-0.84438081990988,-1.82684797115766,3.3682,15.87861714285714,9.43743,14.156141666666665,12.6872,12.083041666666666,3.26571,7.61999,7.20862,9.515384,4.03491,4.841895,-0.518413756657528,-0.84438081990988,-1.82684797115766,6.069230000000001,-9.42149,-3.17371,-1.7224754761904766,-4.463051666666666,-4.673489000000001,0.4639160538801448,1.308434214500132,60.738183481733344,15.49072,2.7105870907953555,2.9510135238095243,-0.1090361845416775,-0.7702449999999997,-0.2459177936507935,"['→', '↓']","['↓', '↑']","['↓', '→']","['neutral', 'disagree']","['neutral', 'neutral']",0,1,1,mostly_disagree
LOC103216792,0.204023503312696,1.70158821179048,0.535475012409838,5.77405,35.606625,6.74102,20.44774,3.32283,16.23657,5.44286,19.594286666666665,3.36402,18.98271,15.3327,14.1222,0.204023503312696,1.70158821179048,0.535475012409838,0.96697,2.1200299999999994,11.96868,-15.158885,3.357716666666665,-4.860509999999998,0.6187300254551132,1.497564708477784,36.56051285170001,11.00171,86.07671907788982,18.516601666666663,0.0276209590914285,0.9168091666666656,0.8581979166666661,"['↑', '↓']","['↑', '↑']","['↑', '↓']","['agree', 'disagree']","['agree', 'agree']",1,1,0,mixed
CABP2,,,,,,3.37051,3.37051,6.34359,4.531136666666667,4.89857,4.245426,4.80575,4.20503,5.64888,5.64888,,,,,-1.4450199999999995,0.8431300000000004,,-0.2857106666666666,1.4438500000000003,,,2.61781521125,2.28815,1.4956900498402228,1.729560666666667,,0.3813583333333331,0.288260111111111,"['NA', 'NA']","['NA', '↑']","['NA', '↑']","['NA', 'NA']","['NA', 'NA']",0,0,0,mixed
CDK2AP2,-0.688020685316598,-0.554878567317486,-0.695976423144513,60.6275,57.6202,34.3792,31.34574,72.8003,35.101206,29.3914,16.72441090909091,45.6546,28.994658333333334,11.2978,12.10475,-0.688020685316598,-0.554878567317486,-0.695976423144513,-26.2483,-43.40889999999999,-34.3568,-26.27446,-18.376795090909088,-16.889908333333334,0.00628312037811,0.141097855827027,73.69574650333324,17.160599999999988,25.442292205079376,9.384551666666669,-0.0006629781523262,-0.6757083333333335,0.782045972222221,"['→', '→']","['↓', '↑']","['↑', '↑']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
PITPNM1,,,,99.1212,17.08156375,5.39281,12.33606,3.02076,7.740689062499999,4.89857,11.33103590909091,4.80575,12.646697894736842,7.26285,5.17814,,,,-93.72839,1.87781,2.4571000000000005,-4.745503750000001,3.5903468465909096,-7.468557894736842,,,3065.421590314034,96.18549,33.2001338536025,11.058904741327751,,8.015457499999997,-0.2269211787280695,"['NA', 'NA']","['↑', '→']","['↑', '↓']","['NA', 'NA']","['NA', 'NA']",0,0,0,mixed
AIP,-0.567968757077133,-0.593606165002639,-0.0512791552650964,3.3682,18.765666666666664,35.7274,35.7274,3.92698,6.343591304347826,5.44286,8.273143999999998,4.32517,8.65034,4.03491,5.917870000000001,-0.567968757077133,-0.593606165002639,-0.0512791552650964,32.3592,1.5158799999999997,-0.2902599999999999,16.96173333333334,1.9295526956521725,-2.7324699999999997,0.0936240011327807,0.5423270097375426,336.7599614356001,32.649460000000005,105.92709254555508,19.694203333333338,0.0430574668176696,-2.7207883333333305,-1.6411836111111104,"['→', '→']","['↓', '↓']","['↓', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
TMEM134,,,,7.69873,19.343046,22.9195,17.07724,3.92698,13.32908625,6.53143,9.25284875,10.5726,10.973115,4.8419,5.043642500000001,,,,15.220769999999998,2.6044500000000004,-5.7307,-2.2658060000000013,-4.0762375,-5.929472499999999,,,111.26839183763332,20.95147,3.35576573410658,3.663666499999998,,-1.7459558333333316,-0.3053055416666663,"['NA', 'NA']","['↓', '↓']","['↓', '↓']","['NA', 'NA']","['NA', 'NA']",0,0,0,mixed
CABP4,0.0,3.98181989799718,3.41294771876222,3.84937,3.68898,8.76332,8.76332,3.02076,4.719935,4.89857,6.204856,3.36402,4.445315,4.03491,3.900415,0.0,3.98181989799718,3.41294771876222,4.91395,1.87781,0.67089,5.074340000000001,1.4849210000000008,-0.5448999999999997,4.637786231233008,3.98181989799718,4.7797266916,4.24306,8.096660037867002,5.619240000000001,0.2844123098968515,-0.353588333333333,-0.4682699999999997,"['↑', '→']","['↓', '↓']","['↓', '↓']","['disagree', 'neutral']","['disagree', 'neutral']",0,1,1,mostly_disagree
GPR152,,,,3.84937,3.84937,4.04461,4.38166,4.53114,4.30458,4.89857,4.354282,2.88345,2.88345,3.22793,3.22793,,,,0.1952399999999996,0.3674300000000006,0.3444800000000003,0.5322900000000002,0.0497020000000008,0.3444800000000003,,,0.0087414460333334,0.1721900000000009,0.0591763071879998,0.4825879999999993,,0.0124366666666667,-0.0156508333333333,"['NA', 'NA']","['→', '→']","['→', '→']","['NA', 'NA']","['NA', 'NA']",0,0,0,mixed
CORO1B,,,,8.1799,6.4958025,8.08922,7.078063333333333,11.781,6.473057142857143,5.98714,5.745236666666667,5.28632,5.430495,4.03491,3.712118,,,,-0.0906800000000007,-5.7938600000000005,-1.25141,0.5822608333333328,-0.7278204761904759,-1.7183769999999994,,,9.0845680413,5.70318,1.331741617431652,2.300637833333332,,-0.0967275,-0.1917198194444441,"['NA', 'NA']","['↓', '↑']","['↓', '↓']","['NA', 'NA']","['NA', 'NA']",0,0,0,mixed
PTPRCAP,0.319776326691988,1.78762330641672,-1.36253630767483,5.29288,4.571125,5.39281,6.066915,4.22906,6.151357272727273,4.89857,7.166426666666666,4.80575,5.887041249999999,6.45586,6.05237,0.319776326691988,1.78762330641672,-1.36253630767483,0.0999299999999996,0.6695100000000007,1.6501100000000006,1.4957899999999995,1.0150693939393935,0.1653287500000004,2.4847093583151105,3.15015961409155,0.614842628133334,1.550180000000001,0.4538797668008951,1.330461249999999,-0.1401927195305679,0.1291816666666666,-0.1108717708333331,"['↑', '↓']","['→', '↑']","['→', '↓']","['neutral', 'disagree']","['neutral', 'agree']",0,1,1,mostly_disagree
RPS6KB2,0.140387691815917,0.0708878924383219,0.763608648859188,3.3682,10.585766666666666,5.39281,7.864506666666666,4.53114,7.595042857142857,6.53143,5.5789275,5.7669,8.89065,6.45586,5.379883333333333,0.140387691815917,0.0708878924383219,0.763608648859188,2.02461,2.000290000000001,0.6889600000000007,-2.72126,-2.0161153571428576,-3.510766666666668,0.1455161049646255,0.6927207564208661,0.584023125633333,1.3356499999999991,0.5590887135204134,1.4946513095238103,0.0519350797536058,-0.1113041666666664,-0.0657922222222222,"['→', '↑']","['→', '↓']","['↑', '↓']","['neutral', 'disagree']","['neutral', 'disagree']",0,1,1,mostly_disagree
CARNS1,-0.130981151376533,0.080161131491459,-0.0366286469602449,2.88702,19.24682375,4.71871,19.99834,4.53114,6.803893809523809,3.26571,7.32692,3.8446,7.593079,4.8419,5.917875,-0.130981151376533,0.080161131491459,-0.0366286469602449,1.83169,-1.2654299999999998,0.9973,0.7515162499999981,0.523026190476191,-1.6752040000000008,0.0111872185091884,0.2111422828679919,2.5680510032333324,3.0971199999999994,1.795565808230374,2.426720249999999,0.0078627087013573,-0.0695324999999999,-0.2022266874999997,"['→', '→']","['↓', '↑']","['→', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
TBC1D10C,1.25608246353273,3.67887586606729,-1.02205571325893,3.84937,3.849368333333333,4.04461,4.494009999999999,3.02076,4.778289090909091,5.98714,6.531422857142857,4.80575,5.286324,4.8419,4.438405,1.25608246353273,3.67887586606729,-1.02205571325893,0.1952399999999996,2.96638,0.0361500000000001,0.6446416666666663,1.7531337662337665,-0.8479190000000001,5.526433189571186,4.70093157932622,2.7151290634333334,2.93023,1.7036612618692415,2.6010527662337664,-0.1898448480659713,-0.0132574999999998,-0.1243800555555553,"['↑', '↓']","['↑', '↓']","['↑', '↓']","['agree', 'agree']","['agree', 'agree']",2,0,0,strictly_agree
PPP1CA,-0.566892150284808,-0.737432043160512,-1.44499801766281,12.0293,9.783813333333333,7.41512,6.471372,5.43736,5.66392,5.98714,6.168576666666667,4.32517,4.16498,4.8419,4.8419,-0.566892150284808,-0.737432043160512,-1.44499801766281,-4.614179999999999,0.5497800000000002,0.5167299999999999,-3.312441333333333,0.5046566666666665,0.67692,0.2168005629431861,0.8781058673780021,8.832302102033331,5.163959999999999,5.085819274251703,3.989361333333333,-0.0731754889481667,0.4275758333333327,0.3324467777777775,"['→', '↓']","['↑', '→']","['↑', '→']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
RAD9A,0.64915435053058,0.459031881659455,0.128575020734688,3.3682,14.705255614035089,4.71871,15.085304324324325,4.22906,12.092048656716416,4.89857,11.310517073170733,4.32517,13.16978914893617,3.22793,6.455861071428572,0.64915435053058,0.459031881659455,0.128575020734688,1.35051,0.6695100000000007,-1.0972399999999998,0.3800487102892358,-0.781531583545684,-6.713928077507598,0.0693918547854404,0.520579329795892,1.596107770833333,2.44775,14.477850601066253,7.093976787796834,-0.0433816108163242,-0.2039791666666664,-0.591164732316402,"['→', '→']","['↓', '↓']","['↓', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
CLCF1,-0.795824386094414,-1.2625457365415,-0.899433133857914,5.77405,12.610684999999998,10.7856,15.8413975,10.8747,10.912484583333333,9.79714,9.286875625,5.28632,7.907640909090909,5.64888,4.611330000000001,-0.795824386094414,-1.2625457365415,-0.899433133857914,5.011550000000001,-1.07756,0.3625600000000002,3.230712500000001,-1.6256089583333324,-3.2963109090909084,0.06006905896732,0.466721350447086,10.127385704433337,6.089110000000001,11.496189616292446,6.527023409090909,-0.008634062313625,-0.3874158333333331,-0.543918617424242,"['→', '→']","['↓', '↑']","['↓', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
POLD4,-1.41721430486621,-0.85741560419714,-1.31495008940949,15.8786,35.68682333333333,8.08922,21.186051428571428,12.9893,31.45362625,10.3414,17.516091818181817,7.20862,24.10882,9.68379,9.414806666666667,-1.41721430486621,-0.85741560419714,-1.31495008940949,-7.789380000000001,-2.6479,2.4751700000000003,-14.5007719047619,-13.937534431818182,-14.69401333333333,0.0888617266987146,0.55979870066907,26.34027491963334,10.264550000000002,0.1544731715136531,0.7564789015151483,0.0085220179547266,0.855379166666666,-0.0161034523809526,"['→', '→']","['↑', '↑']","['→', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
SSH3,-0.0760614664275851,-0.0303304890078984,0.443326575096986,2.88702,10.517025714285714,5.39281,7.527475,3.62491,6.4191070833333335,5.44286,6.531432222222223,4.32517,7.400842,4.8419,6.3405757142857135,-0.0760614664275851,-0.0303304890078984,0.443326575096986,2.50579,1.81795,0.5167299999999999,-2.9895507142857136,0.112325138888889,-1.0602662857142864,0.082701045725158,0.5193880415245711,1.0204428395999998,1.98906,2.4531238106481257,3.1018758531746027,0.0432823367937142,-0.1657549999999998,0.1607737023809522,"['→', '→']","['↓', '↓']","['↑', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
ANKRD13D,0.656759903972965,1.03876957218244,1.52541283466124,4.81171,7.217574285714286,5.39281,12.13382,21.1453,7.2665966666666675,5.98714,8.457364615384616,5.7669,7.929479000000001,5.64888,4.841896,0.656759903972965,1.03876957218244,1.52541283466124,0.5811000000000002,-15.15816,-0.1180199999999995,4.916245714285714,1.1907679487179488,-3.0875830000000004,0.1895518275858087,0.8686529306882749,79.06981422359998,15.739259999999998,16.040790918293347,8.003828714285714,0.0723877442240228,-0.0582600000000005,-0.6669857261904755,"['→', '→']","['↓', '↑']","['↓', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
ADRBK1,0.455517347650069,0.851275819371245,1.07592239604605,2.88702,6.152113571428572,4.04461,8.763322857142857,3.92698,5.486085483870967,3.26571,5.4201775,7.6892,5.262293,7.26285,4.303906666666667,0.455517347650069,0.851275819371245,1.07592239604605,1.1575899999999997,-0.66127,-0.4263499999999993,2.611209285714285,-0.065907983870967,-0.9583863333333325,0.0986655460710015,0.620405048395981,0.9787175049333324,1.8188599999999997,3.450914560482434,3.569595619047617,0.051700420699665,-0.1319949999999998,-0.2974663015873011,"['→', '→']","['↓', '→']","['↓', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
KDM2A,-0.0617939596083326,-0.0599448632043195,0.278291568140293,6.73639,13.747740714285714,6.06692,13.665876363636364,3.32283,8.744296315789473,5.98714,10.568216666666666,4.32517,8.201806666666666,3.22793,7.262838333333334,-0.0617939596083326,-0.0599448632043195,0.278291568140293,-0.6694700000000005,2.66431,-1.0972399999999998,-0.081864350649349,1.8239203508771933,-0.9389683333333324,0.0383442448050518,0.3400855277486256,4.2410557773,3.76155,2.0000327411739884,2.762888684210526,0.0283404606457187,-0.0356474999999997,-0.0714253318903317,"['→', '→']","['↑', '↓']","['↑', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
LOC103219355,0.0,0.0,-0.47611566869659,14.4351,13.152,12.1338,8.93184,,,4.35428,4.35428,5.28632,5.28632,,,0.0,0.0,-0.47611566869659,-2.3012999999999995,,,-4.220160000000002,,,0.0755620433261337,0.47611566869659,,0.0,,0.0,-0.0396763057247158,-0.0958874999999999,-0.1758399999999999,"['→', '→']","['NA', 'NA']","['NA', 'NA']","['NA', 'NA']","['NA', 'NA']",0,0,0,mixed
RHOD,0.353673616648044,0.627447833655299,-0.5321534956643,3.3682,6.692644545454545,4.71871,6.066914999999999,3.02076,5.574673181818182,3.26571,5.352140833333333,3.36402,5.486561666666667,4.03491,4.16941,0.353673616648044,0.627447833655299,-0.5321534956643,1.35051,0.2449499999999997,0.67089,-0.6257295454545462,-0.2225323484848482,-1.3171516666666667,0.3673862062942238,1.159601329319599,0.3109285236,1.10556,0.3064706635137532,1.0946193181818185,-0.0738189260260285,-0.0566349999999999,-0.0576185101010099,"['→', '↓']","['↓', '→']","['→', '↓']","['neutral', 'neutral']","['neutral', 'agree']",0,0,2,mixed
SYT12,,,,3.3682,15.798428333333334,28.9864,10.920443333333331,3.92698,13.983590833333333,4.89857,7.161647894736842,4.32517,10.476529,9.68379,5.917871111111111,,,,25.6182,0.9715900000000004,5.35862,-4.877985000000001,-6.82194293859649,-4.558657888888888,,,172.85866641490003,24.646610000000003,1.500566914525471,2.2632850497076022,,-1.6882983333333323,0.0266105925925926,"['NA', 'NA']","['↓', '↑']","['↓', '↑']","['NA', 'NA']","['NA', 'NA']",0,0,0,mixed
C1H11orf86,2.98172323750725,-0.673497765887694,1.97286045458954,5.77405,5.533465,7.41512,7.75217,4.83321,5.618608,4.35428,3.991426666666667,6.72805,6.72805,3.22793,3.22793,2.98172323750725,-0.673497765887694,1.97286045458954,1.64107,-0.4789300000000001,-3.5001199999999995,2.218705,-1.6271813333333331,-3.5001199999999995,3.5636094215839065,3.655221003394944,6.675637272033332,5.14119,8.500616719773369,5.718824999999999,-0.0840718985764757,-0.4284324999999995,-0.4765687499999995,"['↓', '↑']","['↓', '↓']","['↓', '↓']","['agree', 'disagree']","['agree', 'disagree']",1,1,0,mixed
PC,0.488771983323613,0.310393631142345,0.943415612655413,86.1296,14.545106285714285,57.9728,10.427515,63.738,8.75581768115942,5.44286,7.502600784313725,38.9265,8.789178222222223,16.9466,5.481915517241379,0.488771983323613,0.310393631142345,0.943415612655413,-28.1568,-58.29514,-21.9799,-4.117591285714285,-1.2532168968456956,-3.307262704980843,0.1065394158829377,0.633021981513068,377.5450479705335,36.31524,2.180062871712892,2.864374388868589,0.0378869691109832,0.5147416666666648,0.0675273817277868,"['→', '→']","['↓', '↑']","['↑', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
LRFN4,0.36013452497604,0.706683261958044,1.00387178302621,4.33054,3.8493666666666666,5.39281,4.213134999999999,3.32283,5.6315542857142855,5.44286,6.259284,6.24747,6.590739999999999,4.8419,5.1646920000000005,0.36013452497604,0.706683261958044,1.00387178302621,1.0622699999999998,2.1200299999999994,-1.40557,0.3637683333333328,0.6277297142857146,-1.4260479999999989,0.1038024502600762,0.6437372580501701,3.2731576405333325,3.5255999999999994,1.2485201695662849,2.053777714285713,0.0536447715041807,-0.205653333333333,-0.1491513611111107,"['→', '→']","['↑', '↓']","['→', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
LOC103220516,0.359719224523491,0.0164528074058991,0.472404603768138,2.88702,10.279557272727272,4.71871,14.3246675,4.83321,9.137790833333334,4.35428,8.763004,4.80575,10.572638571428572,4.8419,4.841896666666667,0.359719224523491,0.0164528074058991,0.472404603768138,1.83169,-0.4789300000000001,0.0361500000000001,4.045110227272728,-0.3747868333333333,-5.730741904761905,0.0564036447370351,0.4559517963622388,1.4713726803999994,2.31062,23.964838276820267,9.775852132034633,0.0093904482703872,-0.1496283333333332,-0.8146543443362186,"['→', '→']","['↓', '→']","['↓', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
SPTBN2,1.29092521790343,2.47501413436127,3.62186590070867,4.33054,10.99819142857143,4.71871,7.844094545454545,3.32283,5.472215,18.5057,5.197925,4.80575,4.877834,3.22793,4.22114,1.29092521790343,2.47501413436127,3.62186590070867,0.3881699999999997,15.18287,-1.5778199999999996,-3.1540968831168845,-0.2742900000000006,-0.6566939999999999,1.3584366671348351,2.33094068280524,83.94483234103333,16.76069,2.446090277310652,2.879806883116884,0.1942450569004364,-0.1638324999999992,0.2081169069264068,"['↑', '↑']","['↑', '↓']","['↑', '→']","['agree', 'disagree']","['agree', 'neutral']",1,1,0,mixed
LOC103221555,0.125084121622098,-0.915166169145288,-0.0675502637144122,,,,,3.02076,3.02076,,,,,,,0.125084121622098,-0.915166169145288,-0.0675502637144122,,,,,,,0.3062802328325016,1.040250290767386,,,,,-0.0160528654447092,,,"['↓', '↑']","['NA', 'NA']","['NA', 'NA']","['NA', 'NA']","['NA', 'NA']",0,0,0,mixed
RBM4B,-0.348297494464399,0.0229861724777162,0.43545094119754,11.5481,27.18615,7.41512,16.403143333333333,10.2706,14.197553333333332,8.70857,10.522856666666668,6.72805,13.135723333333331,8.06983,8.06983,-0.348297494464399,0.0229861724777162,0.43545094119754,-4.13298,-1.56203,1.34178,-10.783006666666664,-3.674696666666666,-5.065893333333333,0.1537067261959363,0.7837484356619391,7.502482246033333,5.47476,14.191480681270368,7.10831,0.0653123696384948,0.4562299999999994,0.4764261111111106,"['→', '→']","['↑', '↑']","['↑', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
RBM4,1.30705688421418,0.276560930044672,1.59605359688142,2.88702,20.44976,3.37051,14.942576666666668,5.13529,13.543061666666668,3.81,9.797141666666668,3.36402,7.902777777777778,4.03491,8.069830000000001,1.30705688421418,0.276560930044672,1.59605359688142,0.4834899999999997,-1.3252900000000003,0.67089,-5.507183333333334,-3.74592,0.1670522222222237,0.4810836515546915,1.319492666836748,1.2152564068000002,1.9961800000000005,8.435058213526343,5.6742355555555575,0.0240830593889366,0.0156166666666665,0.4728529629629627,"['↓', '↑']","['↓', '↑']","['↑', '↑']","['agree', 'agree']","['disagree', 'agree']",2,0,0,strictly_agree
LOC103221763,0.472234569790883,0.580409480331969,0.973406439456598,3.84937,29.90130857142857,4.04461,19.29615625,3.32283,18.560873333333333,4.89857,15.5801725,2.88345,15.378398333333331,10.4908,17.753633333333337,0.472234569790883,0.580409480331969,0.973406439456598,0.1952399999999996,1.57574,7.60735,-10.60515232142857,-2.9807008333333336,2.3752350000000053,0.0695536106826676,0.501171869665715,15.5375790157,7.41211,42.55146069323424,12.980387321428577,0.0417643224721428,0.6176758333333326,1.08169894345238,"['→', '→']","['↑', '↑']","['↑', '↑']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
CCS,0.111154207538468,-0.198950080702738,0.0073632393566788,15.3975,16.11925,7.41512,11.235046666666667,14.1976,11.98235333333333,3.26571,6.9396525,6.24747,9.611485,4.03491,4.03491,0.111154207538468,-0.198950080702738,0.0073632393566788,-7.982380000000001,-10.93189,-2.21256,-4.884203333333334,-5.04270083333333,-5.576575,0.0249170701159395,0.310104288241206,19.66952462023333,8.71933,0.1315869346905095,0.6923716666666664,-0.0086492473484824,0.4808183333333328,-0.0576976388888888,"['→', '→']","['↓', '↑']","['→', '→']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
CCDC87,-0.175645677708302,2.0779798673381,1.94752893041518,16.841,16.841,6.06692,13.14501,4.22906,10.87473,5.44286,9.25288,12.9755,12.9755,4.03491,4.03491,-0.175645677708302,2.0779798673381,1.94752893041518,-10.77408,1.2138,-8.94059,-3.695990000000002,-1.6218499999999985,-8.94059,1.6006193268016768,2.2536255450464022,41.69709812443335,11.98788,14.228640181200005,7.318740000000002,0.1769312173436233,0.1527908333333335,-0.4370499999999993,"['↑', '→']","['↑', '↓']","['↑', '↓']","['agree', 'neutral']","['agree', 'neutral']",1,0,1,mostly_agree
CTSF,-0.539909577946088,-1.0749437900358,-1.18874115448392,21.1715,9.743705,21.5713,15.8414,19.937,8.156044,17.4171,7.34785,10.0921,6.808148333333333,9.68379,7.800833333333333,-0.539909577946088,-1.0749437900358,-1.18874115448392,0.399799999999999,-2.5199,-0.4083100000000002,6.097695,-0.8081939999999994,0.9926850000000008,0.1200323104957276,0.648831576537832,2.272750365033332,2.919699999999999,12.832599192176994,6.905888999999999,-0.0540692980448192,-0.0673424999999999,-0.4254174999999995,"['→', '→']","['↓', '↑']","['↓', '↑']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
LOC103222397,2.32186911116431,1.5584582309248,0.962509760402492,21.6527,13.232205,3.37051,5.778015714285714,3.62491,5.113708571428572,3.81,5.007426000000001,5.28632,5.072736666666667,4.8419,4.976395,2.32186911116431,1.5584582309248,0.962509760402492,-18.28219,0.1850900000000002,-0.44442,-7.454189285714286,-0.1062825714285713,-0.0963416666666665,0.4643014326815889,1.3593593507618182,109.93712533523336,18.46728,18.021625581426218,7.35784761904762,-0.113279945896818,1.486480833333332,0.6131539682539677,"['↓', '→']","['↑', '→']","['↑', '→']","['disagree', 'neutral']","['disagree', 'neutral']",0,1,1,mostly_disagree
ZDHHC24,1.42221309753251,0.274139427911913,1.25971318905287,73.138,38.2531,58.6469,22.69477333333333,41.0823,14.016324,31.0243,9.797144,36.5237,14.897823333333331,11.2978,6.9938666666666665,1.42221309753251,0.274139427911913,1.25971318905287,-14.491100000000005,-10.057999999999996,-25.2259,-15.55832666666667,-4.2191800000000015,-7.903956666666667,0.3859725016302546,1.148073669620597,60.82558284333331,15.1679,33.45720105138149,11.339146666666668,-0.01354165903997,-0.894566666666665,0.6378641666666668,"['↓', '↑']","['↑', '↓']","['↑', '↓']","['disagree', 'disagree']","['disagree', 'disagree']",0,2,0,strictly_disagree
BBS1,1.4001705021338,3.21433568508295,1.53360379495568,6.73639,13.472775,3.37051,6.8533566666666665,3.62491,6.612098888888889,6.53143,5.878284,5.28632,6.728046666666667,4.03491,3.833165,1.4001705021338,3.21433568508295,1.53360379495568,-3.36588,2.9065200000000004,-1.25141,-6.619418333333332,-0.7338148888888893,-2.8948816666666666,1.0223099068581665,1.81416518294915,10.183727837633334,6.272400000000001,8.863785150769258,5.885603444444443,0.01111944106849,0.1762058333333334,0.3103780555555553,"['↑', '↓']","['↑', '↓']","['↑', '↓']","['agree', 'agree']","['agree', 'agree']",2,0,0,strictly_agree
DPP3,,,,4.81171,14.242651999999998,15.5043,18.20074333333333,3.92698,8.850824,4.89857,7.372591818181818,3.8446,8.490153333333334,4.03491,5.4471325,,,,10.69259,0.9715900000000004,0.1903100000000002,3.958091333333334,-1.4782321818181812,-3.0430208333333333,,,34.23435410613334,10.50228,13.50295807592466,7.001112166666667,,-0.8751899999999997,-0.5834260138888885,"['NA', 'NA']","['↓', '↓']","['↓', '↓']","['NA', 'NA']","['NA', 'NA']",0,0,0,mixed
PELI3,1.64419281869402,0.997490289117637,1.36843030584487,2.88702,7.602504000000001,3.37051,6.20173,4.53114,5.168851111111112,4.35428,4.490353333333333,4.80575,4.997978,4.03491,3.833165,1.64419281869402,0.997490289117637,1.36843030584487,0.4834899999999997,-0.1768599999999995,-0.7708399999999997,-1.400774000000001,-0.6784977777777783,-1.1648129999999997,0.1053109368771616,0.646702529576383,0.393703018633333,1.2543299999999995,0.1356438383456091,0.7222762222222228,-0.0229802094040958,-0.1045274999999998,0.0196634166666667,"['→', '→']","['→', '→']","['↑', '→']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
