gene_name,log2FC_12h,log2FC_18h,log2FC_24h,acc_untr_12h_tss,acc_untr_12h_avg,acc_vacv_12h_tss,acc_vacv_12h_avg,acc_untr_18h_tss,acc_untr_18h_avg,acc_vacv_18h_tss,acc_vacv_18h_avg,acc_untr_24h_tss,acc_untr_24h_avg,acc_vacv_24h_tss,acc_vacv_24h_avg,expr_delta_12h,expr_delta_18h,expr_delta_24h,acc_delta_12h_tss,acc_delta_18h_tss,acc_delta_24h_tss,acc_delta_12h_avg,acc_delta_18h_avg,acc_delta_24h_avg,expr_var,expr_range,acc_tss_var,acc_tss_range,acc_avg_var,acc_avg_range,expr_slope,acc_tss_slope,acc_avg_slope,expr_dir,acc_tss_dir,acc_avg_dir,expr_acc_tss_agreement,expr_acc_avg_agreement,agree_count,disagree_count,neutral_count,agreement_class
SCGB1C1,,,,5.77405,8.179925,12.1338,6.516306666666666,3.02076,5.092134285714286,5.44286,5.715,4.80575,4.325175,,,,,,6.359750000000001,2.4220999999999995,,-1.6636183333333348,0.6228657142857141,,,,7.752543761250005,3.9376500000000014,2.6140046500081944,2.286484047619049,,-0.6562750000000003,0.381080674603175,"['NA', 'NA']","['↓', 'NA']","['↑', 'NA']","['NA', 'NA']","['NA', 'NA']",0,0,0,mixed
ODF3,,,,5.77405,4.2102450000000005,5.39281,4.71871,3.92698,4.8057490909090905,5.44286,5.00743,5.7669,4.613518,4.8419,5.110893333333333,,,,-0.38124,1.5158799999999997,-0.9249999999999998,0.5084649999999993,0.2016809090909097,0.4973753333333333,,,1.6421057343999994,2.4408799999999995,0.0302791086116254,0.3067840909090895,,-0.0453133333333331,-0.0009241388888888,"['NA', 'NA']","['↑', '↓']","['→', '→']","['NA', 'NA']","['NA', 'NA']",0,0,0,mixed
BET1L,-0.315038774861263,-0.368512170582717,-0.155558458515422,18.7657,23.8179525,6.06692,16.777641111111112,3.32283,13.126565454545457,5.44286,10.885704285714285,3.8446,13.3359525,12.1047,12.1047,-0.315038774861263,-0.368512170582717,-0.155558458515422,-12.69878,2.1200299999999994,8.2601,-7.040311388888885,-2.24086116883117,-1.2312525,0.0122737764724988,0.212953712067295,116.09537337923332,20.95888,9.633199542261677,5.8090588888888846,0.0132900263621533,1.746573333333332,0.4840882407407397,"['→', '→']","['↑', '↑']","['↑', '↑']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
RIC8A,-0.295794630350065,-0.221667799143412,-0.362167478640339,18.7657,19.728002,4.04461,16.55294,4.22906,15.305173333333336,5.44286,11.792845,26.9122,16.659928333333333,4.03491,4.438405,-0.295794630350065,-0.221667799143412,-0.362167478640339,-14.72109,1.2138,-22.87729,-3.175061999999997,-3.512328333333336,-12.221523333333334,0.0049400503389404,0.140499679496927,150.13748919003334,24.09109,26.300381463853377,9.046461333333337,-0.0055310706908561,-0.679683333333332,-0.7538717777777773,"['→', '→']","['↑', '↓']","['→', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
SIRT3,0.552195943598951,-0.984312593879594,0.300940147507879,3.84937,15.4662,4.71871,12.673082,3.62491,9.389523333333331,3.26571,6.2592775000000005,4.32517,10.9330925,3.22793,4.0349125,0.552195943598951,-0.984312593879594,0.300940147507879,0.8693399999999998,-0.3591999999999999,-1.0972399999999998,-2.793118000000001,-3.1302458333333325,-6.898180000000001,0.6793104283429718,1.536508537478545,0.9869084115999996,1.96658,5.193752847364344,4.105061999999999,-0.0209379830075893,-0.1638816666666664,-0.3420884999999996,"['↓', '↑']","['↓', '↓']","['→', '↓']","['agree', 'disagree']","['neutral', 'disagree']",1,1,0,mixed
PSMD13,-0.625220145442542,-0.688457345093323,-0.557434736317151,8.66107,16.039015,17.5266,15.9537,5.73944,10.908291111111112,10.8857,9.434266666666668,3.36402,8.265894,4.03491,4.03491,-0.625220145442542,-0.688457345093323,-0.557434736317151,8.865529999999998,5.14626,0.67089,-0.0853149999999995,-1.474024444444444,-4.230983999999999,0.0042934548534138,0.131022608776172,16.835671783233327,8.194639999999998,4.4526518949365474,4.145669,0.0056487840937825,-0.682886666666666,-0.3454724166666663,"['→', '→']","['↓', '↓']","['↓', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
NLRP6,0.0,0.0,3.40452908375144,2.88702,3.007315,4.04461,5.055764999999999,3.02076,3.840675714285714,4.35428,4.535713333333334,3.8446,4.393825714285714,3.22793,3.4969233333333336,0.0,0.0,3.40452908375144,1.1575899999999997,1.33352,-0.6166699999999996,2.048449999999999,0.6950376190476191,-0.8969023809523802,3.8636060940364736,3.40452908375144,1.1636984914333328,1.95019,2.173516447416173,2.945352380952379,0.2837107569792863,-0.1478549999999997,-0.2454460317460313,"['→', '↑']","['→', '↓']","['↓', '↓']","['neutral', 'disagree']","['neutral', 'disagree']",0,1,1,mostly_disagree
ATHL1,0.521359167389512,-2.22121994350677,-0.0407249233707549,3.3682,3.548635,4.71871,4.31425,2.71868,5.691742105263158,4.89857,5.878285,5.7669,6.343588,5.64888,5.2453883333333335,0.521359167389512,-2.22121994350677,-0.0407249233707549,1.35051,2.1798900000000003,-0.1180199999999995,0.7656149999999995,0.1865428947368421,-1.098199666666666,2.0987062062414,2.742579110896282,1.3541403189,2.29791,0.9099488439762208,1.8638146666666653,-0.0468403408966889,-0.1223774999999997,-0.1553178888888886,"['↓', '↑']","['↑', '↓']","['→', '↓']","['disagree', 'disagree']","['neutral', 'disagree']",0,2,0,strictly_disagree
IFITM5,,,,4.33054,4.33054,5.39281,4.71871,5.13529,5.316534,5.44286,5.624286666666666,3.8446,3.60431,4.8419,4.8419,,,,1.0622699999999998,0.3075699999999992,0.9973,0.3881699999999997,0.3077526666666665,1.23759,,,0.1749201106333336,0.7547000000000006,0.2654297917268149,0.9298373333333334,,-0.0054141666666666,0.0707849999999999,"['NA', 'NA']","['↓', '↑']","['→', '↑']","['NA', 'NA']","['NA', 'NA']",0,0,0,mixed
LOC103241759,-0.139961192278955,-1.43372852788884,-3.48368248703568,37.5313,22.133846666666667,27.6382,16.5155025,33.8325,24.770233333333334,22.3157,16.51,28.3539,23.548166666666663,8.06983,7.262845,-0.139961192278955,-1.43372852788884,-3.48368248703568,-9.8931,-11.516800000000003,-20.28407,-5.618344166666667,-8.260233333333332,-16.28532166666666,2.842769541720416,3.343721294756725,31.24561374729999,10.39097,30.861005018709925,10.666977499999994,-0.2786434412297268,-0.8659141666666659,-0.8889147916666653,"['↓', '↓']","['↓', '↓']","['↓', '↓']","['agree', 'agree']","['agree', 'agree']",2,0,0,strictly_agree
IFITM1,0.0307138836245888,0.731248196567441,-0.137637020689475,3.3682,4.089955,5.39281,5.39281,5.73944,4.94649,7.62,7.62,3.36402,3.36402,4.03491,4.5729,0.0307138836245888,0.731248196567441,-0.137637020689475,2.02461,1.88056,0.67089,1.302855,2.6735100000000003,1.2088799999999995,0.2123419785602125,0.868885217256916,0.5527682916333334,1.35372,0.6721112444250004,1.4646300000000003,-0.0140292420261719,-0.1128099999999998,-0.0078312499999999,"['↑', '↓']","['→', '↓']","['↑', '↓']","['neutral', 'agree']","['agree', 'agree']",1,0,1,mostly_agree
LOC103241765,0.0,0.0,0.957402987681126,5.29288,4.1701500000000005,,,3.62491,4.73252,6.53143,5.715,5.7669,6.88824,4.03491,4.2366575,0.0,0.0,0.957402987681126,,2.9065200000000004,-1.7319899999999997,,0.9824799999999998,-2.6515825,0.3055401602735821,0.957402987681126,10.75788751005,4.63851,6.6032051269531244,3.6340625,0.0797835823067604,-0.7730849999999998,-0.605677083333333,"['→', '↑']","['NA', '↓']","['NA', '↓']","['NA', 'disagree']","['NA', 'disagree']",0,1,0,mostly_disagree
IFITM3,,,,3.84937,3.84937,4.71871,4.71871,3.32283,3.32283,4.35428,4.35428,,,6.45586,6.45586,,,,0.8693399999999998,1.03145,,0.8693399999999998,1.03145,,,,0.01313982605,0.1621100000000002,0.01313982605,0.1621100000000002,,0.0270183333333334,0.0270183333333334,"['NA', 'NA']","['→', 'NA']","['→', 'NA']","['NA', 'NA']","['NA', 'NA']",0,0,0,mixed
B4GALNT4,-0.00827829959749,-1.06047498777814,-0.879571244941176,4.33054,4.1243228571428565,5.39281,4.622411428571428,4.53114,5.801937586206897,5.44286,6.05517875,2.88345,5.31635875,3.22793,4.328360909090909,-0.00827829959749,-1.06047498777814,-0.879571244941176,1.0622699999999998,0.91172,0.3444800000000003,0.4980885714285712,0.2532411637931027,-0.9879978409090908,0.316499238566071,1.0521966881806502,0.1432748340333331,0.7177899999999995,0.6348462241257542,1.486086412337662,-0.0726077454453071,-0.0598158333333332,-0.1238405343614716,"['↓', '→']","['→', '→']","['→', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
PKP3,-0.050246007655728,0.0445116104723782,-0.473549348963175,25.502,14.3148225,20.2231,13.114355454545455,24.7702,7.363096875,9.25285,8.8718525,13.4561,9.385344117647058,7.26285,5.418314285714287,-0.050246007655728,0.0445116104723782,-0.473549348963175,-5.2789,-15.51735,-6.193249999999999,-1.2004670454545447,1.5087556249999992,-3.967029831932772,0.0760919804411078,0.5180609594355532,32.100122522499994,10.238449999999998,7.496330583331243,5.475785456932771,-0.0352752784422872,-0.0761958333333336,-0.2305468988731852,"['→', '→']","['↓', '↑']","['↑', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
SIGIRR,2.17875128265687,0.563639589274575,1.28389311457649,4.33054,8.24005,4.71871,7.583641249999999,3.92698,6.3152703125,7.62,6.216314210526316,3.36402,6.407663888888888,4.8419,4.841897142857143,2.17875128265687,0.563639589274575,1.28389311457649,0.3881699999999997,3.69302,1.47788,-0.6564087500000007,-0.0989561019736839,-1.5657667460317457,0.6546870106317058,1.6151116933822949,2.8360577710333343,3.3048500000000005,0.5482031475434083,1.4668106440580615,-0.0745715140066982,0.0908091666666667,-0.0757798330026453,"['↓', '↑']","['↑', '↓']","['→', '↓']","['disagree', 'disagree']","['neutral', 'disagree']",0,2,0,strictly_disagree
ANO9,1.4349710042221,0.0,0.0,3.84937,3.560666,5.39281,4.26931,3.92698,4.812378275862068,4.89857,6.086102727272728,3.8446,4.630991818181818,6.45586,5.04364,1.4349710042221,0.0,0.0,1.54344,0.9715900000000004,2.6112600000000006,0.708644,1.2737244514106596,0.4126481818181817,0.6863805943193941,1.4349710042221,0.6926282806333336,1.6396700000000002,0.191396963833816,0.8610762695924778,-0.1195809170185082,0.0889849999999999,-0.0246663181818181,"['↓', '→']","['→', '↑']","['→', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
PTDSS2,3.12280486289768,0.0,2.41096481671541,37.0501,9.14224,38.4238,8.7633225,25.3744,5.360088837209303,22.86,5.652196923076923,19.223,5.686801666666666,12.1047,4.841893571428571,3.12280486289768,0.0,2.41096481671541,1.3736999999999997,-2.514400000000002,-7.1183,-0.3789175,0.2921080858676204,-0.844908095238095,2.678562968420957,3.12280486289768,18.07121347,8.491999999999999,0.3267047279725937,1.1370161811057151,-0.0593200038485225,-0.7076666666666659,-0.0388325496031745,"['↓', '↑']","['↓', '↓']","['↑', '↓']","['agree', 'disagree']","['disagree', 'disagree']",1,1,0,mixed
RNH1,-0.450101022202271,-0.83812662661831,-0.804371731966021,5.29288,11.593930952380951,5.39281,12.639403,6.04151,8.804946296296297,5.44286,7.876130000000001,6.72805,9.586202105263157,4.03491,5.406784,-0.450101022202271,-0.83812662661831,-0.804371731966021,0.0999299999999996,-0.5986500000000001,-2.69314,1.0454720476190469,-0.9288162962962964,-4.1794181052631565,0.0462018330653217,0.388025604416039,2.1126904002333324,2.7930699999999997,6.96061728251067,5.224890152882203,-0.0295225591469791,-0.232755833333333,-0.4354075127401832,"['→', '→']","['↓', '↓']","['↓', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
HRAS,-0.570950836785051,-0.438172580441864,-0.570141233234507,,,3.37051,5.797274,3.92698,4.863419,5.98714,7.075713333333333,5.28632,5.28632,3.22793,3.63142,-0.570950836785051,-0.438172580441864,-0.570141233234507,,2.06016,-2.05839,,2.2122943333333334,-1.6548999999999996,0.0058410743558918,0.1327782563431869,8.48122705125,4.11855,7.477596005882721,3.867194333333333,6.746696254533224e-05,-0.6864249999999996,-0.6445323888888885,"['→', '→']","['NA', '↓']","['NA', '↓']","['NA', 'neutral']","['NA', 'neutral']",0,0,1,mixed
LRRC56,0.344292935400758,0.702609396275232,1.30206831686612,5.29288,6.561417272727272,7.41512,7.66789875,6.04151,5.824018,11.9743,6.930570666666667,12.0144,6.151358,4.8419,4.572902222222222,0.344292935400758,0.702609396275232,1.30206831686612,2.12224,5.93279,-7.1725,1.1064814772727276,1.1065526666666674,-1.578455777777778,0.2341792274917867,0.957775381465362,45.44351815903333,13.10529,2.403026402560676,2.685008444444445,0.0798146151221134,-0.7745616666666656,-0.2237447712542085,"['→', '→']","['↑', '↓']","['→', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
C1H11orf35,0.231105857544569,0.316311536977542,0.106876108881777,11.5481,8.6610675,12.1338,8.426265,3.02076,5.0386224,4.35428,6.686935714285714,3.36402,6.099602307692307,6.45586,4.265478571428572,0.231105857544569,0.316311536977542,0.106876108881777,0.585700000000001,1.33352,3.0918400000000004,-0.2348024999999989,1.6483133142857147,-1.8341237362637357,0.0110927061336852,0.2094354280957649,1.6552769457333327,2.50614,3.0385535663027774,3.48243705054945,-0.0103524790552326,0.2088449999999997,-0.1332767696886445,"['→', '→']","['↑', '↑']","['↑', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
RASSF7,0.655706417324988,-0.246876374283361,-0.220619906662194,5.29288,8.661066250000001,4.04461,8.763312222222222,3.92698,5.262479473684211,4.89857,6.05517875,6.72805,6.127328333333334,4.8419,4.8419,0.655706417324988,-0.246876374283361,-0.220619906662194,-1.2482700000000009,0.9715900000000004,-1.88615,0.1022459722222208,0.7926992763157887,-1.2854283333333338,0.2638821539853915,0.9025827916083492,2.250224536933334,2.85774,1.120163350903132,2.0781276096491226,-0.0730271936655984,-0.0531566666666664,-0.1156395254629627,"['↓', '→']","['↑', '↓']","['↑', '↓']","['disagree', 'neutral']","['disagree', 'neutral']",0,1,1,mostly_disagree
LOC103222129,-0.923058061471327,-0.264586177898373,-0.534641444869519,7.69873,13.633176666666666,4.04461,14.380870000000002,3.92698,8.357433333333333,3.26571,8.164283333333334,5.7669,5.52661,4.03491,5.11089,-0.923058061471327,-0.264586177898373,-0.534641444869519,-3.6541200000000007,-0.66127,-1.7319899999999997,0.747693333333336,-0.1931499999999992,-0.4157199999999994,0.1095637561212277,0.6584718835729539,2.299696029633335,2.9928500000000007,0.381375694492594,1.1634133333333354,0.0323680513834839,0.1601774999999999,-0.0969511111111112,"['→', '→']","['↑', '↓']","['↓', '→']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
PHRF1,0.249888517994335,0.660125356875367,1.06568584853184,5.29288,6.495813333333333,6.06692,8.493680999999999,3.92698,5.1164075,4.35428,6.803568636363637,3.36402,4.775713125,4.8419,4.328362727272727,0.249888517994335,0.660125356875367,1.06568584853184,0.7740399999999994,0.4273000000000002,1.47788,1.9978676666666653,1.6871611363636363,-0.4473503977272735,0.1663831434799768,0.8157973305375049,0.2865562849333332,1.0505799999999996,1.7719615699297528,2.4452180643939387,0.0679831108781253,0.0586533333333333,-0.203768172032828,"['→', '→']","['→', '↑']","['→', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
IRF7,0.0,0.0,2.40178883633417,3.3682,3.9696625,4.04461,4.04461,3.92698,5.602130909090909,3.81,5.598367142857143,4.32517,5.826969999999999,5.64888,5.043642500000001,0.0,0.0,2.40178883633417,0.6764099999999997,-0.1169799999999998,1.3237100000000002,0.0749474999999995,-0.0037637662337663,-0.7833274999999986,1.922863204779816,2.40178883633417,0.5206754430333334,1.44069,0.2250918423434447,0.8582749999999981,0.2001490696945139,0.0539416666666666,-0.0715229166666664,"['→', '↑']","['↓', '↑']","['→', '↓']","['neutral', 'agree']","['neutral', 'disagree']",1,0,1,mostly_agree
CDHR5,0.0,0.0,0.973433689580818,6.25522,8.928387777777779,4.71871,10.111524,5.73944,7.217452857142858,4.89857,7.589760555555555,8.16977,7.74926875,4.8419,7.16197375,0.0,0.0,0.973433689580818,-1.5365099999999998,-0.8408699999999998,-3.32787,1.1831362222222204,0.3723076984126976,-0.5872950000000001,0.3158577160036415,0.973433689580818,1.6463424432000002,2.487,0.7854511577405544,1.7704312222222205,0.0811194741317347,-0.1492799999999998,-0.1475359351851849,"['→', '↑']","['↑', '↓']","['↓', '↓']","['neutral', 'disagree']","['neutral', 'disagree']",0,1,1,mostly_disagree
SCT,,,,2.88702,2.88702,,,4.83321,5.286325,4.35428,9.64163142857143,5.28632,6.007185,4.03491,4.03491,,,,,-0.4789300000000001,-1.25141,,4.35530642857143,-1.972275,,,0.2983626751999998,0.7724799999999998,20.019143367601025,6.327581428571429,,-0.1287466666666666,-1.0545969047619042,"['NA', 'NA']","['NA', '↓']","['NA', '↓']","['NA', 'NA']","['NA', 'NA']",0,0,0,mixed
DRD4,0.25259965202327,0.583831070907883,0.957714885808419,2.88702,3.66892625,5.39281,5.392815,3.62491,5.774978823529412,3.81,6.333505454545454,5.28632,4.325172,4.03491,4.03491,0.25259965202327,0.583831070907883,0.957714885808419,2.50579,0.1850900000000002,-1.25141,1.7238887499999995,0.5585266310160426,-0.2902620000000002,0.1244484754694629,0.705115233785149,3.594288763333332,3.7572,1.022552375371738,2.01415075,0.058759602815429,-0.3130999999999997,-0.1678458958333331,"['→', '→']","['↓', '↓']","['↓', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
DEAF1,,,,3.84937,26.70504,5.39281,55.163918333333335,3.32283,31.41589857142857,3.81,20.605094285714284,4.32517,26.527658,5.64888,20.44356,,,,1.54344,0.4871699999999999,1.3237100000000002,28.45887833333333,-10.81080428571429,-6.084098000000001,,,0.3106311262333334,1.05627,459.6111565462281,39.26968261904763,,-0.0183108333333333,-2.878581361111109,"['NA', 'NA']","['↓', '↑']","['↓', '↑']","['NA', 'NA']","['NA', 'NA']",0,0,0,mixed
TMEM80,0.240508072957542,-0.0616880957375532,-0.0030712373625916,114.519,29.35148333333333,5.39281,38.49865,91.2269,29.18808875,56.6057,21.849177142857144,108.129,17.40744777777778,31.4723,15.73616,0.240508072957542,-0.0616880957375532,-0.0030712373625916,-109.12619,-34.6212,-76.6567,9.147166666666664,-7.338911607142858,-1.6712877777777797,0.0256815568126294,0.3021961686950952,1395.3740960017003,74.50499,70.15861554798016,16.48607827380952,-0.0202982758600111,2.7057908333333325,-0.9015378703703698,"['→', '→']","['↑', '↓']","['↓', '↑']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
EPS8L2,0.970993548401156,0.668290259219333,0.598657614825602,6.25522,5.77405,5.39281,7.954411,5.13529,6.333845161290323,7.07571,7.166427777777778,4.80575,6.4577175,4.8419,4.6805,0.970993548401156,0.668290259219333,0.598657614825602,-0.8624099999999997,1.94042,0.0361500000000001,2.1803610000000004,0.8325826164874552,-1.7772175,0.0391853389797229,0.372335933575554,2.0482517192333325,2.8028299999999997,4.048331800457313,3.9575785,-0.0310279944646294,0.0748799999999999,-0.329798208333333,"['→', '→']","['↑', '↓']","['↓', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
TALDO1,-0.452324119002858,-0.632693427016061,-1.04881921864313,17.8033,9.14223818181818,16.1784,12.133818571428572,13.5934,7.37568,8.70857,8.16428,8.16977,7.48324,8.06983,7.262845,-0.452324119002858,-0.632693427016061,-1.04881921864313,-1.6249000000000002,-4.884830000000001,-0.0999400000000001,2.991580389610391,0.7885999999999997,-0.2203949999999999,0.0935833609375457,0.596495099640272,5.974636486433336,4.784890000000001,2.697996568415962,3.211975389610391,-0.0497079249700226,0.1270799999999997,-0.2676646158008656,"['→', '→']","['↓', '↑']","['↓', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
PDDC1,-0.192950723447658,-1.03516171026559,-0.564555064606751,4.33054,5.45327,3.37051,4.6063616666666665,4.22906,5.1164075,3.26571,4.966605,7.6892,5.190206,3.22793,4.4384033333333335,-0.192950723447658,-1.03516171026559,-0.564555064606751,-0.9600300000000002,-0.9633499999999996,-4.461269999999999,-0.8469083333333334,-0.1498024999999998,-0.7518026666666664,0.178146624603897,0.8422109868179319,4.082356147733331,3.501239999999999,0.1429009718943611,0.6971058333333335,-0.0309670284299244,-0.2917699999999996,0.0079254722222222,"['↓', '→']","['→', '↓']","['↑', '→']","['neutral', 'neutral']","['disagree', 'neutral']",0,0,2,mixed
CEND1,-1.27076697949907,-1.40052033943829,-1.66485487218952,5.29288,7.025091999999999,4.04461,7.415105,3.92698,5.782588571428572,4.89857,7.34785125,5.7669,7.368813333333333,4.03491,5.245385000000001,-1.27076697949907,-1.40052033943829,-1.66485487218952,-1.2482700000000009,0.9715900000000004,-1.7319899999999997,0.3900130000000015,1.565262678571428,-2.123428333333332,0.0403356577975879,0.3940878926904501,2.0785180457333343,2.70358,3.550840087399609,3.68869101190476,-0.0328406577242041,-0.0403099999999998,-0.2094534444444442,"['→', '→']","['↑', '↓']","['↑', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
SLC25A22,1.03533421255558,1.05430768680259,1.01286912667916,5.77405,13.569014,4.71871,14.541335714285712,3.62491,7.1617125,5.98714,9.797137368421051,4.80575,10.060031333333333,4.8419,5.6488812500000005,1.03533421255558,1.05430768680259,1.01286912667916,-1.0553400000000002,2.3622300000000003,0.0361500000000001,0.972321714285714,2.635424868421053,-4.411150083333332,0.0004303045122566,0.0414385601234299,3.046963881900001,3.4175700000000004,13.566983207957811,7.046574951754385,-0.0018720904897016,0.0909575000000001,-0.4486226498015865,"['→', '→']","['↑', '↓']","['↑', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
LOC103233437,-2.11045339111262,2.37805349593334,0.954015275597486,5.29288,24.29912,9.43743,18.335566,3.62491,7.1617125,7.62,10.508896153846154,4.80575,13.4560925,7.26285,6.052375,-2.11045339111262,2.37805349593334,0.954015275597486,4.144550000000001,3.99509,2.4571000000000005,-5.963553999999999,3.347183653846153,-7.403717500000001,5.260924522880723,4.48850688704596,0.8725398390333332,1.68745,34.05763036420856,10.750901153846154,0.2553723888925087,-0.1406208333333331,-0.1200136249999997,"['↑', '↓']","['→', '↓']","['↑', '↓']","['neutral', 'agree']","['agree', 'agree']",1,0,1,mostly_agree
PIDD1,0.696933295315782,1.02142396810186,0.950463954015824,4.33054,13.647755454545454,5.39281,7.954408000000001,3.92698,7.045472647058823,7.07571,6.259283,3.8446,11.238054615384614,4.03491,5.110891666666666,0.696933295315782,1.02142396810186,0.950463954015824,1.0622699999999998,3.14873,0.1903100000000002,-5.693347454545453,-0.7861896470588228,-6.127162948717948,0.0291012192041882,0.324490672786078,2.3109797449333334,2.95842,8.79906490659945,5.340973301659125,0.0211275548916701,-0.0726633333333331,-0.036151291181041,"['→', '→']","['↑', '↓']","['↑', '↓']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
RPLP2,-0.568366774274729,-0.335386819941887,-1.2675558249509,4.33054,3.84937,4.71871,4.71871,3.92698,3.92698,3.26571,3.26571,2.88345,2.88345,,,-0.568366774274729,-0.335386819941887,-1.2675558249509,0.3881699999999997,-0.66127,,0.8693399999999998,-0.66127,,0.2353473402676452,0.932169005009013,0.5506621567999997,1.0494399999999997,1.1713834860499996,1.5306099999999998,-0.0582657542230141,-0.1749066666666667,-0.2551016666666666,"['→', '↓']","['↓', 'NA']","['↓', 'NA']","['neutral', 'NA']","['neutral', 'NA']",0,0,1,mixed
PNPLA2,-0.285821914623249,-0.50302042533502,-0.125427755288722,9.14224,10.80447181818182,11.4597,9.737017777777778,20.2391,10.011657142857144,4.89857,7.456708000000001,6.24747,7.62913,6.45586,5.514381666666666,-0.285821914623249,-0.50302042533502,-0.125427755288722,2.3174600000000005,-15.34053,0.2083900000000005,-1.067454040404041,-2.554949142857142,-2.114748333333334,0.0359129506461222,0.377592670046298,93.0036167119,17.65799,0.5838739614216076,1.4874951024531011,0.0133661799445438,-0.1757558333333337,-0.0872745244107744,"['→', '→']","['↓', '↑']","['↓', '→']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
EFCAB4A,,,,4.33054,16.4560385,6.74102,16.66869909090909,3.02076,10.621373225806453,5.44286,12.609288333333334,6.24747,13.055622777777778,6.45586,6.186866666666667,,,,2.41048,2.4220999999999995,0.2083900000000005,0.2126605909090919,1.9879151075268824,-6.868756111111111,,,1.6249745594333318,2.213709999999999,21.956436030245527,8.856671218637993,,-0.1835074999999996,-0.5901180585016828,"['NA', 'NA']","['→', '↓']","['↑', '↓']","['NA', 'NA']","['NA', 'NA']",0,0,0,mixed
CD151,-0.89192016295601,-1.93537383488709,-2.51263293335643,3.84937,18.56752823529412,9.43743,16.178441538461538,3.02076,10.621373225806453,8.70857,11.875325909090911,5.7669,12.555024166666668,4.03491,7.33621,-0.89192016295601,-1.93537383488709,-2.51263293335643,5.5880600000000005,5.68781,-1.7319899999999997,-2.3890866968325817,1.25395268328446,-5.218814166666667,0.6747889193951822,1.62071277040042,18.107752350833337,7.419799999999999,10.529300695407237,6.472766849951127,-0.1350593975333682,-0.6100041666666659,-0.2358106224861733,"['↓', '→']","['→', '↓']","['↑', '↓']","['neutral', 'neutral']","['disagree', 'neutral']",0,0,2,mixed
POLR2L,-0.661176378076133,-1.3637321136703,-1.95330141826568,5.77405,13.434292,7.41512,13.796617333333332,7.55189,11.720537666666669,4.89857,9.684528965517242,5.7669,13.372507826086956,5.64888,7.800833333333333,-0.661176378076133,-1.3637321136703,-1.95330141826568,1.64107,-2.65332,-0.1180199999999995,0.3623253333333309,-2.036008701149425,-5.571674492753623,0.4184606076703632,1.292125040189547,4.660654865033334,4.29439,8.91088211114641,5.9339998260869535,-0.1076770866824621,-0.1465908333333332,-0.4944999855072456,"['↓', '→']","['↓', '↑']","['↓', '↓']","['agree', 'neutral']","['agree', 'neutral']",1,0,1,mostly_agree
TSPAN4,-0.497849831792009,0.0,2.95517844081945,5.77405,9.25808425925926,5.39281,10.1596775,7.55189,8.622409122807017,4.89857,8.783642586206897,5.7669,9.771683333333334,7.26285,7.2951244,-0.497849831792009,0.0,2.95517844081945,-0.38124,-2.65332,1.4959500000000006,0.9015932407407394,0.1612334633998795,-2.476558933333334,3.4840563872589136,3.453028272611459,4.317105225900001,4.1492700000000005,3.1529989065615243,3.3781521740740734,0.2877523560509545,0.1564324999999998,-0.281512681172839,"['→', '↑']","['↓', '↑']","['↓', '↓']","['neutral', 'agree']","['neutral', 'disagree']",1,0,1,mostly_agree
CHID1,-0.0338199287969241,-0.246208194418198,0.269216264659653,5.29288,5.89019724137931,7.41512,7.385812608695653,2.71868,6.610389343065694,5.98714,5.859756382978723,6.72805,5.602490789473684,5.64888,4.561207391304348,-0.0338199287969241,-0.246208194418198,0.269216264659653,2.12224,3.26846,-1.0791699999999995,1.4956153673163426,-0.7506329600869703,-1.0412833981693366,0.06710034715566,0.515424459077851,5.077455482233332,4.34763,1.927660761973736,2.536898765485679,0.0252530161213813,-0.2667841666666662,-0.2114082304571397,"['→', '→']","['↑', '↓']","['↓', '→']","['neutral', 'neutral']","['neutral', 'neutral']",0,0,2,mixed
